node_index;latitude;longitude
0;0.066551052534567;0.010506702304148
1;0.078925452534566;-0.019779697695853
2;0.068441452534563;-0.045804497695853
3;0.060208652534567;0.047528302304148
4;0.055388652534566;0.057157902304148
5;0.057879852534563;0.046957902304148
6;0.042829452534562;0.018698702304148
7;0.071291852534563;0.062535502304148
8;0.070251852534563;0.058128302304148
9;0.020279052534562;0.040301102304148
10;0.048388652534567;0.037533102304148
11;0.091203852534562;0.099693102304148
12;0.008964652534564;-0.008307697695853
13;0.007640652534565;-0.002635697695853
14;0.025655052534563;-0.058443697695853
15;0.036008652534565;-0.049618897695853
16;0.033162252534567;-0.052490897695853
17;0.031276652534564;-0.053363697695853
18;0.028518252534565;-0.053408497695853
19;0.029891052534566;-0.048807697695853
20;0.027733452534562;-0.045720497695853
21;0.017094252534565;-0.027938897695853
22;0.017974252534566;-0.024590097695853
23;0.017795852534567;-0.019882897695853
24;0.016714252534564;-0.013346897695853
25;0.016124652534563;0.000329102304147
26;0.015593452534563;-0.025446897695853
27;0.014171852534565;-0.023075697695853
28;0.019361452534565;-0.028515697695853
29;0.025847852534565;0.004049902304147
30;0.012198252534563;-0.044316497695853
31;0.009221452534564;-0.042760497695853
32;0.008283852534566;-0.039041297695853
33;0.014283052534563;-0.046017297695853
34;0.014109452534564;0.014033102304148
35;0.022519852534566;0.016369902304148
36;0.023295852534562;-0.001183697695853
37;0.016127052534563;0.000484302304147
38;0.014053452534563;0.010705102304148
39;0.015910252534565;-0.055782097695853
40;0.010851852534563;-0.050926097695853
41;0.013795852534565;-0.053862897695853
42;0.014085452534567;0.024899502304148
43;0.019599852534566;0.026957102304148
44;0.048766252534563;-0.065220497695853
45;0.049091852534565;-0.067990897695853
46;0.049315052534564;-0.072140497695853
47;0.049662252534563;-0.074525297695853
48;0.052919852534564;-0.089504497695853
49;0.049638252534567;-0.095106097695853
50;0.046199052534564;-0.092666097695853
51;0.052093452534564;-0.085847697695853
52;0.047159852534566;-0.060212497695853
53;0.037404652534565;-0.080029297695853
54;0.034639052534567;-0.074706097695853
55;0.030955052534563;-0.068171697695853
56;0.050067052534564;-0.055488497695853
57;0.053728652534562;-0.055411697695853
58;0.053082252534563;-0.051147697695853
59;0.047719052534563;-0.050273297695853
60;0.044542252534564;-0.049891697695853
61;0.042531052534565;-0.045290897695853
62;0.045583052534562;-0.053506897695853
63;0.045332652534563;-0.058214897695853
64;0.039798252534564;-0.063997297695853
65;0.038776652534563;-0.060131697695853
66;0.036460652534567;-0.054004497695853
67;0.049611052534567;-0.055625297695853
68;0.052854252534564;-0.045576497695853
69;0.046466252534566;-0.057437297695853
70;-0.008705747465433;-0.034056497695853
71;0.009163052534564;-0.029218897695853
72;0.005555052534567;-0.023252497695853
73;-5.37474654379366E-05;0.004663502304147
74;-0.004592147465434;0.009445902304147
75;-0.012261747465436;-0.000939697695853
76;-0.015429747465436;0.003097102304147
77;-0.019754547465436;0.008734702304147
78;-0.009477747465434;-0.003360497695853
79;0.000563052534562;-0.016469297695853
80;0.023995052534565;-0.036730897695853
81;0.019814252534565;-0.033998897695853
82;0.047386252534562;-0.040991697695853
83;0.043262252534567;-0.041076497695853
84;0.042021452534567;-0.036094897695853
85;0.040436652534567;-0.023255697695853
86;0.038931852534563;-0.018116497695853
87;0.033820652534564;-0.003889297695853
88;0.032984652534566;-0.006190897695853
89;0.030727852534562;-0.013090097695853
90;0.027994252534563;-0.003638097695853
91;0.038203052534567;-0.044518897695853
92;0.033891852534566;-0.043578897695853
93;0.028053452534567;-0.042519697695853
94;0.024302252534562;-0.042795697695853
95;0.021249452534562;-0.042752497695853
96;0.019319052534564;-0.042726897695853
97;0.017883052534563;-0.036674897695853
98;0.050089452534564;-0.033780497695853
99;0.046979852534565;-0.033662097695853
100;0.046846252534567;-0.035810097695853
