100
1 1 0.0
1 2 30.083
1 3 55.073
1 4 25.962
1 5 46.872
1 6 56.939
1 7 19.799
1 8 58.31
1 9 79.712
1 10 27.893
1 11 65.803
1 12 87.641
1 13 36.401
1 14 83.6
1 15 15.133
1 16 26.833
1 17 86.649
1 18 27.019
1 19 83.487
1 20 32.65
1 21 93.381
1 22 45.343
1 23 40.112
1 24 82.759
1 25 76.322
1 26 73.926
1 27 38.079
1 28 80.006
1 29 55.543
1 30 36.346
1 31 72.993
1 32 35.805
1 33 76.322
1 34 12.166
1 35 43.139
1 36 28.636
1 37 80.623
1 38 64.133
1 39 61.685
1 40 67.082
1 41 58.694
1 42 87.846
1 43 31.89
1 44 77.987
1 45 84.309
1 46 46.141
1 47 72.18
1 48 67.186
1 49 32.016
1 50 17.029
1 51 83.385
1 52 37.162
1 53 73.98
1 54 66.008
1 55 57.871
1 56 32.062
1 57 34.366
1 58 38.897
1 59 82.006
1 60 33.136
1 61 15.556
1 62 15.033
1 63 50.289
1 64 37.162
1 65 76.694
1 66 8.246
1 67 58.009
1 68 88.6
1 69 91.236
1 70 16.971
1 71 56.639
1 72 69.462
1 73 32.757
1 74 47.424
1 75 69.123
1 76 39.623
1 77 88.769
1 78 52.086
1 79 32.65
1 80 17.464
1 81 18.385
1 82 56.089
1 83 52.953
1 84 24.187
1 85 30.871
1 86 84.481
1 87 77.201
1 88 29.275
1 89 10.63
1 90 42.45
1 91 46.011
1 92 28.653
1 93 87.092
1 94 43.932
1 95 86.313
1 96 26.249
1 97 81.154
1 98 22.091
1 99 80.777
1 100 26.173
2 1 30.083
2 2 0.0
2 3 37.014
2 4 5.0
2 5 76.655
2 6 79.076
2 7 28.653
2 8 69.893
2 9 84.386
2 10 55.145
2 11 85.703
2 12 73.062
2 13 18.974
2 14 102.694
2 15 43.932
2 16 23.345
2 17 90.427
2 18 56.294
2 19 94.81
2 20 10.44
2 21 108.227
2 22 62.394
2 23 38.288
2 24 99.298
2 25 86.833
2 26 83.869
2 27 68.154
2 28 74.095
2 29 40.447
2 30 41.4
2 31 63.063
2 32 10.05
2 33 73.824
2 34 20.616
2 35 61.984
2 36 23.087
2 37 78.772
2 38 54.406
2 39 86.579
2 40 49.041
2 41 62.29
2 42 93.509
2 43 50.695
2 44 95.755
2 45 67.119
2 46 58.669
2 47 87.71
2 48 60.539
2 49 10.77
2 50 39.051
2 51 66.121
2 52 67.231
2 53 73.783
2 54 61.27
2 55 83.295
2 56 9.849
2 57 62.29
2 58 30.529
2 59 76.694
2 60 61.522
2 61 44.777
2 62 16.401
2 63 56.727
2 64 48.765
2 65 90.736
2 66 35.511
2 67 71.694
2 68 72.062
2 69 98.311
2 70 16.031
2 71 72.918
2 72 61.351
2 73 6.0
2 74 64.622
2 75 71.84
2 76 16.031
2 77 94.26
2 78 80.399
2 79 57.14
2 80 18.601
2 81 21.095
2 82 83.0
2 83 82.71
2 84 52.612
2 85 44.385
2 86 87.201
2 87 63.285
2 88 36.715
2 89 36.222
2 90 69.0
2 91 23.195
2 92 4.243
2 93 73.171
2 94 61.098
2 95 94.048
2 96 24.413
2 97 64.07
2 98 50.804
2 99 86.371
2 100 46.69
3 1 55.073
3 2 37.014
3 3 0.0
3 4 41.049
3 5 92.617
3 6 78.339
3 7 63.348
3 8 57.035
3 9 60.374
3 10 67.801
3 11 80.505
3 12 36.056
3 13 19.647
3 14 94.021
3 15 62.29
3 16 60.075
3 17 64.661
3 18 72.918
3 19 76.922
3 20 27.074
3 21 93.172
3 22 58.694
3 23 25.298
3 24 87.464
3 25 69.123
3 26 65.97
3 27 88.391
3 28 41.231
3 29 5.831
3 30 34.176
3 31 28.302
3 32 27.074
3 33 44.045
3 34 52.202
3 35 60.729
3 36 60.008
3 37 48.918
3 38 21.213
3 39 89.185
3 40 12.369
3 41 41.976
3 42 69.354
3 43 53.666
3 44 86.052
3 45 30.414
3 46 50.636
3 47 76.164
3 48 29.069
3 49 47.265
3 50 51.662
3 51 29.428
3 52 87.693
3 53 46.325
3 54 31.623
3 55 87.316
3 56 46.271
3 57 74.632
3 58 18.601
3 59 44.045
3 60 75.0
3 61 70.178
3 62 48.508
3 63 42.0
3 64 44.272
3 65 76.792
3 66 63.063
3 67 61.008
3 68 35.228
3 69 75.133
3 70 39.0
3 71 65.276
3 72 28.32
3 73 31.016
3 74 60.415
3 75 47.927
3 76 21.095
3 77 69.836
3 78 90.918
3 79 65.0
3 80 52.953
3 81 55.902
3 82 89.961
3 83 98.005
3 84 68.015
3 85 44.721
3 86 60.745
3 87 26.476
3 88 36.359
3 89 53.907
3 90 77.414
3 91 14.56
3 92 34.059
3 93 36.222
3 94 57.974
3 95 72.09
3 96 29.833
3 97 27.295
3 98 67.209
3 99 63.071
3 100 53.535
4 1 25.962
4 2 5.0
4 3 41.049
4 4 0.0
4 5 72.78
4 6 77.201
4 7 23.707
4 8 69.814
4 9 85.604
4 10 52.0
4 11 84.309
4 12 77.0
4 13 22.204
4 14 101.553
4 15 40.311
4 16 19.026
4 17 91.837
4 18 52.612
4 19 95.016
4 20 14.0
4 21 107.898
4 22 61.27
4 23 39.661
4 24 98.615
4 25 87.115
4 26 84.22
4 27 63.906
4 28 76.844
4 29 44.102
4 30 41.725
4 31 66.287
4 32 14.56
4 33 76.059
4 34 15.811
4 35 60.539
4 36 19.026
4 37 80.957
4 38 57.489
4 39 84.172
4 40 53.235
4 41 63.411
4 42 94.641
4 43 49.041
4 44 94.826
4 45 71.344
4 46 58.249
4 47 87.132
4 48 63.246
4 49 9.22
4 50 36.497
4 51 70.349
4 52 62.968
4 53 75.664
4 54 63.695
4 55 80.753
4 56 8.602
4 57 59.034
4 58 32.696
4 59 79.379
4 60 58.138
4 61 40.249
4 62 11.662
4 63 57.28
4 64 48.26
4 65 90.443
4 66 30.887
4 67 71.281
4 68 76.236
4 69 99.247
4 70 13.928
4 71 72.069
4 72 64.288
4 73 10.44
4 74 63.506
4 75 73.239
4 76 20.396
4 77 95.425
4 78 77.104
4 79 54.589
4 80 13.601
4 81 16.125
4 82 80.1
4 83 78.854
4 84 49.163
4 85 43.417
4 86 88.752
4 87 67.067
4 88 36.401
4 89 33.0
4 90 66.121
4 91 27.659
4 92 7.0
4 93 77.026
4 94 59.933
4 95 94.847
4 96 24.759
4 97 68.264
4 98 47.265
4 99 87.459
4 100 44.643
5 1 46.872
5 2 76.655
5 3 92.617
5 4 72.78
5 5 0.0
5 6 38.118
5 7 60.208
5 8 61.131
5 9 86.122
5 10 24.839
5 11 48.508
5 12 117.004
5 13 77.897
5 14 62.626
5 15 32.894
5 16 70.064
5 17 92.763
5 18 20.616
5 19 78.006
5 20 77.078
5 21 79.076
5 22 45.88
5 23 69.296
5 24 67.469
5 25 74.243
5 26 73.553
5 27 12.53
5 28 100.648
5 29 90.686
5 30 60.877
5 31 99.624
5 32 80.777
5 33 93.52
5 34 58.421
5 35 41.785
5 36 72.062
5 37 96.005
5 38 92.455
5 39 32.311
5 40 102.65
5 41 73.348
5 42 90.796
5 43 41.4
5 44 61.392
5 45 116.846
5 46 54.129
5 47 62.073
5 48 91.526
5 49 78.638
5 50 41.34
5 51 116.103
5 52 13.416
5 53 88.769
5 54 88.51
5 55 28.46
5 56 78.772
5 57 18.439
5 58 74.027
5 59 101.518
5 60 17.692
5 61 35.057
5 62 61.814
5 63 64.885
5 64 53.009
5 65 68.066
5 66 44.011
5 67 57.271
5 68 119.971
5 69 91.198
5 70 61.685
5 71 51.624
5 72 94.868
5 73 78.435
5 74 46.174
5 75 81.345
5 76 83.193
5 77 91.788
5 78 13.416
5 79 29.411
5 80 63.198
5 81 63.032
5 82 21.932
5 83 6.083
5 84 25.06
5 85 49.578
5 86 92.65
5 87 107.299
5 88 56.639
5 89 41.231
5 90 20.616
5 91 88.193
5 92 74.632
5 93 115.802
5 94 45.31
5 95 86.284
5 96 63.812
5 97 113.952
5 98 26.401
5 99 85.51
5 100 39.598
6 1 56.939
6 2 79.076
6 3 78.339
6 4 77.201
6 5 38.118
6 6 0.0
6 7 76.276
6 8 28.32
6 9 50.99
6 10 31.113
6 11 10.77
6 12 92.201
6 13 71.0
6 14 27.659
6 15 43.417
6 16 83.726
6 17 57.009
6 18 37.202
6 19 40.05
6 20 74.431
6 21 41.785
6 22 19.647
6 23 53.151
6 24 30.083
6 25 37.108
6 26 37.0
6 27 46.174
6 28 71.421
6 29 74.33
6 30 44.553
6 31 74.632
6 32 78.409
6 33 63.032
6 34 68.425
6 35 18.028
6 36 85.475
6 37 64.203
6 38 69.836
6 39 12.042
6 40 84.865
6 41 44.822
6 42 54.12
6 43 28.443
6 44 24.166
6 45 94.668
6 46 28.231
6 47 24.0
6 48 66.03
6 49 85.703
6 50 41.231
6 51 94.154
6 52 46.487
6 53 57.489
6 54 62.201
6 55 12.53
6 56 85.381
6 57 28.302
6 58 61.522
6 59 71.505
6 60 30.529
6 61 55.172
6 62 69.857
6 63 38.949
6 64 34.366
6 65 30.0
6 66 59.816
6 67 23.431
6 68 96.519
6 69 53.759
6 70 63.325
6 71 17.029
6 72 69.635
6 73 77.929
6 74 18.028
6 75 49.679
6 76 78.026
6 77 55.082
6 78 26.173
6 79 24.413
6 80 73.79
6 81 75.18
6 82 18.974
6 83 39.115
6 84 36.069
6 85 36.014
6 86 57.697
6 87 84.06
6 88 45.0
6 89 46.53
6 90 19.698
6 91 80.156
6 92 75.505
6 93 90.604
6 94 20.396
6 95 49.031
6 96 57.14
6 97 92.282
6 98 38.184
6 99 49.769
6 100 32.573
7 1 19.799
7 2 28.653
7 3 63.348
7 4 23.707
7 5 60.208
7 6 76.276
7 7 0.0
7 8 77.666
7 9 97.99
7 10 46.065
7 11 85.428
7 12 98.615
7 13 43.738
7 14 103.233
7 15 33.121
7 16 10.198
7 17 104.785
7 18 43.012
7 19 103.005
7 20 36.688
7 21 113.172
7 22 65.115
7 23 55.109
7 24 102.552
7 25 95.692
7 26 93.193
7 27 49.01
7 28 94.895
7 29 65.49
7 30 53.488
7 31 86.023
7 32 38.079
7 33 92.418
7 34 12.166
7 35 62.936
7 36 12.166
7 37 97.015
7 38 77.026
7 39 80.056
7 40 75.71
7 41 76.322
7 42 106.438
7 43 51.662
7 44 97.745
7 45 93.744
7 46 65.46
7 47 91.967
7 48 81.498
7 49 23.431
7 50 36.797
7 51 92.763
7 52 48.01
7 53 90.802
7 54 81.049
7 55 76.059
7 56 24.083
7 57 51.624
7 58 51.039
7 59 97.165
7 60 49.98
7 61 25.179
7 62 15.033
7 63 68.447
7 64 56.08
7 65 96.426
7 66 17.088
7 67 77.621
7 68 98.478
7 69 110.145
7 70 26.077
7 71 76.42
7 72 83.217
7 73 34.015
7 74 67.209
7 75 86.729
7 76 43.658
7 77 107.331
7 78 68.154
7 79 51.865
7 80 10.44
7 81 7.616
7 82 73.389
7 83 66.121
7 84 41.629
7 85 49.93
7 86 102.318
7 87 88.363
7 88 46.615
7 89 30.414
7 90 60.415
7 91 50.922
7 92 30.083
7 93 98.412
7 94 63.702
7 95 105.309
7 96 39.459
7 97 90.609
7 98 39.395
7 99 99.282
7 100 45.967
8 1 58.31
8 2 69.893
8 3 57.035
8 4 69.814
8 5 61.131
8 6 28.32
8 7 77.666
8 8 0.0
8 9 25.179
8 10 43.105
8 11 25.495
8 12 64.661
8 13 56.08
8 14 37.0
8 15 50.289
8 16 82.219
8 17 32.062
8 18 51.088
8 19 25.495
8 20 62.177
8 21 38.471
8 22 16.0
8 23 34.482
8 24 30.806
8 25 18.028
8 26 15.652
8 27 65.192
8 28 43.139
8 29 52.01
8 30 28.653
8 31 47.413
8 32 65.742
8 33 34.713
8 34 66.843
8 35 20.025
8 36 83.546
8 37 36.056
8 38 43.966
8 39 40.311
8 40 60.828
8 41 17.464
8 42 31.257
8 43 27.514
8 44 29.017
8 45 68.029
8 46 12.207
8 47 19.235
8 48 38.91
8 49 79.025
8 50 41.593
8 51 67.624
8 52 65.123
8 53 29.206
8 54 34.886
8 55 40.608
8 56 78.409
8 57 45.177
8 58 43.966
8 59 43.186
8 60 47.096
8 61 63.891
8 62 66.528
8 63 15.133
8 64 21.932
8 65 21.024
8 66 64.405
8 67 5.0
8 68 69.354
8 69 33.526
8 70 56.639
8 71 11.314
8 72 42.485
8 73 66.731
8 74 15.133
8 75 21.401
8 76 63.325
8 77 32.249
8 78 51.894
8 79 35.014
8 80 71.589
8 81 73.878
8 82 46.325
8 83 63.906
8 84 47.381
8 85 27.803
8 86 31.575
8 87 57.271
8 88 33.422
8 89 48.301
8 90 40.522
8 91 63.063
